"ScanID","PFT","PFT_2","PFT_3","Freq1","Freq2","area","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
"111","quartz","Quartz","Abiotic",25,58,"Murphy",50.3728404639941,-20.8758055768888,-0.660667690790414,-0.568575294577766,-1.14345933631358,0.491085335365044,0.968287082212139
"salsic_AK2018_04","dead salix","Dead Salix","Abiotic",8,58,"AK2018",-3.04686121365983,3.86351119519021,-0.324207594753217,1.45074733661456,0.680882014941544,0.458523145963326,-0.349730449580408
"109","quartz","Quartz","Abiotic",25,58,"Murphy",29.2773986014657,-20.3552487169352,1.2429810453799,-0.307313963183605,0.237400788736708,0.931794557403262,0.571635666426909
"spbark_AK2018_03","spruce bark","Pices (bark)","Abiotic",5,58,"AK2018",-14.731335076617,-13.5774612412417,0.147598082423165,-0.920295980908046,0.516848119303356,-0.646116928932785,-0.0501069272086123
"118","quartz","Quartz","Abiotic",25,58,"Murphy",30.2614448602033,-24.7644781487458,6.63052701282714,-0.447728081324082,0.847394734926183,-0.331572618667243,-0.524393148307535
"102","quartz","Quartz","Abiotic",25,58,"Murphy",-0.598681499878024,-18.2478790566434,-0.584203259334519,0.896112526572784,0.0464105483819224,1.05153014573765,0.539091248980394
"42","bare_soil","Bare Soil","Abiotic",8,58,"Murphy",-15.0005425759153,-15.3689202332218,-1.12069133157508,0.624057070558217,0.0616944254565158,0.448036260282099,0.328077899244596
"38","bare_soil","Bare Soil","Abiotic",8,58,"Murphy",-14.4610010433609,-14.3250626896951,-1.2838187767444,0.0463772565263887,0.113482348478824,0.254867910542767,0.321540912951129
"106","quartz","Quartz","Abiotic",25,58,"Murphy",18.1122121107935,-20.5334111633613,3.12341726726717,-0.524589285230838,0.250027374210024,-0.433882560828257,-0.192760357630518
"40","bare_soil","Bare Soil","Abiotic",8,58,"Murphy",-19.5957829518561,-12.8961467374484,-0.743761376931707,-0.263899576041763,0.377147423925786,-0.458838082078081,0.109255340737578
"95","gravel","Gravel","Abiotic",5,58,"Murphy",-17.4597996690232,-15.8959205228102,-0.104189908661674,0.717421846682433,0.12021921632002,-0.185784623647179,0.0834482184450255
"116","quartz","Quartz","Abiotic",25,58,"Murphy",46.4646494855151,-25.7435080309437,6.22057561105695,-0.827592604255636,0.56064951053984,-0.021414005521774,-0.319993285286539
"112","quartz","Quartz","Abiotic",25,58,"Murphy",48.1048372245396,-20.6470058494451,0.773641592506759,-1.12184693274407,-0.10908970302586,0.874543913501067,0.911625864261071
"105","quartz","Quartz","Abiotic",25,58,"Murphy",-8.89527331905271,-15.7359999571601,-0.939174526373368,0.351148307175575,0.374226549870802,1.01352348019256,0.473419774342544
"36","bare rock","Bare Rock","Abiotic",7,58,"Murphy",-15.7441147834073,-16.0882091688869,-3.03319398163786,1.56802468637846,0.0864331783495779,2.44589446700223,0.885346955609481
"20","dryala","Dryas alleghenies","Dwarf Shrub",272,992,"Wickersham B",9.50568233104474,11.6403106815613,0.0624068877776524,1.39610334574441,1.09260332828679,0.406105508367206,-0.897180196244742
"300","dryoct","Dryas octopetala","Dwarf Shrub",612,992,"Big Trail",0.62273520903243,8.58185112325851,1.65297215885363,-1.38489667795662,-0.105717391161999,-0.683045194318879,0.137781951582811
"rubcha_Brooks001","rubcha","Rubus sp.","Dwarf Shrub",12,992,"Brooks_Range",-5.93432945877741,3.35820210307607,1.146272732893,0.664067010010462,-0.327561934579442,0.234816952356154,-0.117039357299655
"empnig_Beth007","empnig","Empetrum nigrum","Dwarf Shrub",12,992,"Bethel",4.93683613336166,8.57301612326403,-0.404055906302485,1.75603579718515,-0.029757596052106,0.0702578185516433,0.308439087671401
"4","dryala","Dryas alleghenies","Dwarf Shrub",272,992,"Wickersham B",9.85964349268918,13.0043910213276,2.4632905855645,-0.863872788053633,-0.176780180794818,-0.0490603779032368,-0.243332278155578
"25","dryala","Dryas alleghenies","Dwarf Shrub",272,992,"Wickersham B",10.7902369484795,9.46859824522482,-1.8815222293848,1.59389245094247,1.01832348422751,0.206318204696247,-0.647391816978205
"106","dryoct","Dryas octopetala","Dwarf Shrub",612,992,"Wickersham B",89.8210113252657,-30.5935787854461,10.9204258950098,-2.52313001627408,1.27314685088524,-0.0182976718442496,-0.702046763812203
"empnig_Brooks003","empnig","Empetrum nigrum","Dwarf Shrub",12,992,"Brooks_Range",-5.47504226514362,3.4490682321276,-0.2496537740288,0.774480571739629,0.0992061349979863,0.335051221248206,0.0730571074922936
"17","arcrub","Arctostaphyllos","Dwarf Shrub",19,992,"Murphy",-14.2344107281236,-6.31011419583879,-0.89229962477395,-0.700169028391556,0.723877334839479,-1.08035764408567,0.0602940885275874
"202","dryoct","Dryas octopetala","Dwarf Shrub",612,992,"Big Trail",-4.10490664945809,3.87755426290572,0.92964935316543,-0.835190048580543,0.134047802999864,-0.965512674041006,0.190118160726797
"259","dryoct","Dryas octopetala","Dwarf Shrub",612,992,"Big Trail",3.03051169307495,5.38543151239932,1.44781273692007,-2.10497167397834,0.438971989179295,-1.03169147297518,-0.0307782619330472
"21","dryala","Dryas alleghenies","Dwarf Shrub",272,992,"Wickersham B",9.94886550189299,12.970850551618,0.219492826864322,1.48521130481502,0.806580086229819,0.0618301636840734,-0.547270439292011
"147","dryoct","Dryas octopetala","Dwarf Shrub",612,992,"Wickersham B",14.6517854114352,18.3583255340455,2.05276466809734,-1.38557623745349,-0.170501527739625,-0.357037639721172,-0.188409911577884
"32","dryoct","Dryas octopetala","Dwarf Shrub",612,992,"Wickersham B",8.15402756287706,12.6293344514608,1.99244569904173,-1.04978961345865,-0.146564497526257,-0.383660416094564,0.0759750395214315
"20","dryala","Dryas alleghenies","Dwarf Shrub",272,992,"Wickersham B",9.50568233104474,11.6403106815613,0.0624068877776524,1.39610334574441,1.09260332828679,0.406105508367206,-0.897180196244742
"18","dryoct","Dryas octopetala","Dwarf Shrub",612,992,"Murphy B",8.70894739379646,10.7177581732854,1.36668155467626,0.262594251370759,0.637868440282678,0.310067322454998,-0.568171653039041
"28","dryala","Dryas alleghenies","Dwarf Shrub",272,992,"Wickersham B",1.08539447059476,7.39592656824755,1.11286901571133,0.955357855834247,0.180448394258651,0.2054636531255,-0.483861600487679
"17","dryoct","Dryas octopetala","Dwarf Shrub",612,992,"Murphy B",11.2579583992459,7.93342380813575,0.273189838601027,1.39089007989181,1.21798968883932,-0.20452993758997,-0.577728927753041
"161","dryala","Dryas alleghenies","Dwarf Shrub",272,992,"Big Trail",4.51903447609053,10.6733250948719,-0.113552560047886,-1.78511672154471,0.481291097058045,-0.840487796879859,0.506010343024991
"106","dryala","Dryas alleghenies","Dwarf Shrub",272,992,"Big Trail",-1.19589110355676,8.68977599653245,2.40638119017488,-0.607860036569939,-0.730435599189148,0.267155492626862,0.347627530742274
"53","dryala","Dryas alleghenies","Dwarf Shrub",272,992,"Big Trail",2.27810838817656,4.7388260606065,1.50082453795405,-0.546351166965738,-0.377580032285489,-0.4869769636496,0.411759359705822
"2","dryala","Dryas alleghenies","Dwarf Shrub",272,992,"Wickersham B",5.04508826861962,12.1638898302567,2.34604162576117,-0.448456933426773,-0.37421408151185,0.284713194735493,-0.345516283607963
"230","dryoct","Dryas octopetala","Dwarf Shrub",612,992,"Wickersham B",10.4019148867246,14.8427501522717,2.87344928870945,-2.77676420779736,-0.553420009840875,-0.616539319794978,0.0762428981729696
"398","dryoct","Dryas octopetala","Dwarf Shrub",612,992,"Big Trail",13.8388792272995,14.5802235395021,1.16161722342681,-1.02963371689981,0.0183132200219673,-1.35346547568619,0.362460065340219
"25","dryala","Dryas alleghenies","Dwarf Shrub",272,992,"Big Trail",-8.23451407100861,3.35905722474372,1.84665287413481,-0.593268260295746,-0.646921037156222,-0.197946525042296,0.401994524871117
"equarv_00003","equarv","Equisetum arvense","Forb",4,80,"Yukon_Delta",-6.96817791459161,1.52094964094191,0.881562861141002,0.898500587077186,-0.311247503408256,-0.159883339354204,0.265430602543274
"167","pedrac","Pedicularis racemosa","Forb",11,80,"Murphy",-6.71236222940014,-6.94958744036448,0.299413418901836,-2.39178867013418,0.668948637791793,-0.386129591443637,-0.163883415024607
"rosase_AK2018_05","rosasc","Rosa acicularis","Forb",20,80,"AK2018",-1.52978813597272,6.21290589906553,1.59278384825335,1.06751389855369,-0.159259318665383,0.445234843076533,-0.269671309614652
"73","rosaci","Rosa acicularis","Forb",20,80,"Big Trail",-30.6368844575384,-16.8280371628332,0.473994821840703,1.36945169211069,0.271302268166661,-0.0432490649310281,-0.110065339351233
"rosase_AK2018_03","rosasc","Rosa acicularis","Forb",20,80,"AK2018",-4.11705242175386,4.92493070703407,2.02247550955347,0.624952137862765,-0.563767215968989,0.556396058355435,-0.112198056507793
