row,PFT,group,color,veg_lifeform_code,title
1,aca,2,multiple,lich_cr,Acarospora sp.
2,acasch,0,yellow,lich_fo,Acarospora schleicheri
3,accand,0,brown,lich_fr,Cetraria andrejevii
5,ago,2,multiple,lich_sq,Agonimia sp.
6,agotri,0,greengray,lich_sq,Agonimia tristicula
7,ale,2,multiple,lich_fr,Alectoria sp.
8,alenig,0,brown,lich_fr,Alectoria nigricans
9,aleoch,0,yellow,lich_fr,Alectoria ochroleuca
10,all,2,black,lich_fo,Allantoparmelia sp.
11,allalm,0,black,lich_fo,Allantoparmelia almquistii
12,allalp,0,black,lich_fo,Allantoparmelia alpicola
13,amapun,0,gray,lich_cr,Buellia punctata
14,amyele,0,white,lich_cr,Amygdalaria elegantior
15,anabry,0,brown,lich_fo,Anaptychia bryorum
16,arc,2,yellow,lich_fo,Arctoparmelia sp.
17,arccen,0,yellow,lich_fo,Arctoparmelia centrifuga
18,arcinc,0,yellow,lich_fo,Arctoparmelia incurva
19,arcsep,0,yellow,lich_fo,Arctoparmelia separata
20,arcsub,0,yellow,lich_fo,Arctoparmelia subcentrifuga
21,asa,2,multiple,lich_fo,Asahinea sp.
22,asachr,0,yellow,lich_fo,Asahinea chrysantha
23,asasch,0,gray,lich_fo,Asahinea scholanderi
24,bacbag,0,gray,lich_cr,Bacidia bagliettoana
25,bae,2,gray,lich_m,Baeomyces sp.
26,baecar,0,gray,lich_sq,Baeomyces carneus
27,baepla,0,gray,lich_sq,Baeomyces placophyllus
28,baeruf,0,gray,lich_cr,Baeomyces rufus
29,biasub,0,gray,lich_cr,Biatora subduplex
30,blaamm,0,orange,lich_cr,Caloplaca ammiospila
31,blecri,0,black,lich_fo,Blennothallia crispa
32,brc,2,brown,lich_fr,Bryocaulon sp.
33,brcdiv,0,brown,lich_fr,Bryocaulon divergens
34,brn,2,brown,lich_fr,Bryonora sp.
35,brncas,0,brown,lich_fr,Bryonora castanea
36,bro,2,gray,lich_fr,Brodoa sp.
37,brooro,0,gray,lich_fr,Brodoa oroarctica
38,brpjun,0,orange,lich_cr,Caloplaca jungermanniae
39,brptet,0,orange,lich_cr,Caloplaca tetraspora
40,bry,2,brown,lich_fr,Bryoria sp.
41,brycap,0,brown,lich_fr,Bryoria capillaris
42,brycha,0,brown,lich_fr,Bryoria chalybeiformis
43,bryfre,0,brown,lich_fr,Bryoria fremontii
44,bryfus,0,brown,lich_fr,Bryoria fuscescens
45,bryimp,0,brown,lich_fr,Bryoria implexa
46,brylan,0,brown,lich_fr,Bryoria lanestris
47,brynad,0,brown,lich_fr,Bryoria nadvornikiana
48,brynit,0,brown,lich_fr,Bryoria nitidula
49,brysim,0,brown,lich_fr,Bryoria simplicior
50,bryten,0,brown,lich_fr,Bryoria tenuis
51,brytra,0,brown,lich_fr,Bryoria trichodes ssp. americana
52,brytri,0,brown,lich_fr,Bryoria trichodes
53,bue,2,multiple,lich_cr,Buellia sp.
54,caa,2,yellow,lich_cr,Candelaria sp.
55,caivir,0,green,lich_m,Calicium viride
56,cal,2,orange,lich_cr,Caloplaca sp.
57,calcer,0,orange,lich_cr,Caloplaca cernia
58,calfra,0,orange,lich_cr,Caloplaca fraudans
59,calhol,0,orange,lich_cr,Caloplaca holocarpa
60,cancan,0,orange,lich_cr,Candelariella canadensis
61,cancit,0,yellow,lich_cr,Candelariella citrina
62,celala,0,white,lich_fo,Cetrelia alaskana
63,cet,2,multiple,lich_fr,Cetraria sp.
64,cetcom,0,brown,lich_fo,Cetraria commixta
65,cetcuc,0,yellow,lich_fr,Flavocetraria cucullata
66,cetdark,1,brown,lich_fo,Cetrariella sp.
67,cetdel,0,brown,lich_fr,Cetrariella delisei
68,ceteri,0,brown,lich_fr,Cetraria ericetorum
69,ceterr,0,brown,lich_fr,Cetraria ericetorum ssp. reticulata
70,cetfas,0,brown,lich_fr,Cetrariella fastigiata
71,cethep,0,brown,lich_fo,Cetraria hepatizon
72,cetine,0,brown,lich_fo,Tuckermannopsis inermis
73,cetisc,0,brown,lich_fr,Cetraria islandica ssp. crispiformis
74,cetisl,0,brown,lich_fr,Cetraria islandica
75,cetkam,0,brown,lich_fr,Cetraria kamczatica
76,cetlae,0,brown,lich_fr,Cetraria laevigata
77,cetlaeisleri,1,brown,lich_fr,Cetraria laevigata/islandica/ericetorum
78,cetnig,0,brown,lich_fr,Cetraria nigricans
79,cetniv,0,yellow,lich_fr,Flavocetraria nivalis
80,cetode,0,brown,lich_fr,Cetraria odontella
82,cetsep,0,brown,lich_fo,Cetraria sepincola
83,cettil,0,yellow,lich_fr,Cetraria tilesii
84,cetyellow,1,yellow,lich_fr,Flavocetraria sp.
85,chafur,0,green,lich_m,Chaenotheca furfuracea
86,cla,2,multiple,lich_fr,Cladonia sp.
87,claacu,0,gray,lich_fr,Cladonia acuminata
88,claala,0,yellow,lich_fr,Cladonia alaskana
89,claalb,0,gray,lich_fr,Cladonia albonigra
90,claama,0,yellow,lich_fr,Cladonia amaurocraea
91,claamaunc,1,yellow,lich_fr,Cladonia amaurocraea/uncialis
92,clabac,0,yellow,lich_fr,Cladonia bacillaris
93,clabaf,0,yellow,lich_fr,Cladonia bacilliformis
94,clabel,0,yellow,lich_fr,Cladonia bellidiflora
95,clabor,0,yellow,lich_fr,Cladonia borealis
96,clabot,0,yellow,lich_fr,Cladonia botrytes
97,clacai,0,gray,lich_fr,Cladonia cariosa
98,clacar,0,yellow,lich_fr,Cladonia carneola
99,clacen,0,gray,lich_fr,Cladonia cenotea
100,clacer,0,gray,lich_fr,Cladonia cervicornis
101,clachl,0,gray,lich_fr,Cladonia chlorophaea
102,clacoc,0,yellow,lich_fr,Cladonia coccifera
103,clacog,0,gray,lich_fr,Cladonia cornuta ssp. groenlandica
104,clacon,0,gray,lich_fr,Cladonia coniocraea
105,clacor,0,gray,lich_fr,Cladonia cornuta
106,clacri,0,gray,lich_fr,Cladonia crispata
107,clacry,0,gray,lich_fr,Cladonia cryptochlorophaea
108,clacya,0,yellow,lich_fr,Cladonia cyanipes
109,cladec,0,gray,lich_fr,Cladonia decorticata
110,cladef,0,yellow,lich_fr,Cladonia deformis
111,cladig,0,gray,lich_fr,Cladonia digitata
112,claeci,0,gray,lich_fr,Cladonia ecmocyna ssp. intermedia
113,claecm,0,gray,lich_fr,Cladonia ecmocyna
114,claeco,0,gray,lich_fr,Cladonia ecmocyna ssp. occidentalis
115,clafim,0,gray,lich_fr,Cladonia fimbriata
116,clafur,0,gray,lich_fr,Cladonia furcata
117,clagra,0,gray,lich_fr,Cladonia gracilis
118,clagre,0,gray,lich_fr,Cladonia gracilis ssp. elongata
119,clagrt,0,gray,lich_fr,Cladonia gracilis ssp. turbinata
120,clagrv,0,gray,lich_fr,Cladonia gracilis ssp. vulnerata
121,clagry,0,gray,lich_fr,Cladonia grayi
122,clakan,0,yellow,lich_fr,Cladonia kanewskii
123,clalib,0,gray,lich_fr,Cladonia libifera
124,clamac,0,gray,lich_fr,Cladonia macrophylla
125,clamai,0,greengray,lich_fr,Cladonia macilenta
126,clamao,0,gray,lich_fr,Cladonia macrophyllodes
127,clamas,0,gray,lich_fr,Cladonia macroceras
128,clamax,0,gray,lich_fr,Cladonia maxima
129,clamer,0,gray,lich_fr,Cladonia merochlorophaea
130,clamet,0,yellow,lich_fr,Cladonia staminea
131,clamul,0,gray,lich_fr,Cladonia multiformis
132,clanip,0,yellow,lich_fr,Cladonia nipponica
133,clanit,0,gray,lich_fr,Cladonia nitens
134,claoch,0,gray,lich_fr,Cladonia ochrochlora
135,claphy,0,gray,lich_fr,Cladonia phyllophora
136,claple,0,yellow,lich_fr,Cladonia pleurota
137,clapoc,0,gray,lich_fr,Cladonia pocillum
138,clapyx,0,gray,lich_fr,Cladonia pyxidata
139,clarei,0,gray,lich_fr,Cladonia rei
140,clasca,0,gray,lich_fr,Cladonia scabriuscula
141,clasco,0,gray,lich_fr,Cladonia scotteri
142,clasin,0,gray,lich_fr,Cladonia singularis
143,clasqu,0,gray,lich_fr,Cladonia squamosa
144,clasta,0,gray,lich_fr,Cladonia stricta
145,clastm,0,yellow,lich_fr,Cladonia metacorallifera
146,clastr,0,gray,lich_fr,Cladonia strepsilis
147,clasuf,0,gray,lich_fr,Cladonia subfurcata
148,clasul,0,yellow,lich_fr,Cladonia sulphurina
149,clasuu,0,gray,lich_fr,Cladonia subulata
150,clasym,0,gray,lich_fr,Cladonia symphycarpia
151,clatho,0,gray,lich_fr,Cladonia thomsonii
152,clatra,0,gray,lich_fr,Cladonia trassii
153,clatrn,0,yellow,lich_fr,Cladonia transcendens
154,claumb,0,gray,lich_fr,Cladonia umbricola
155,claunc,0,yellow,lich_fr,Cladonia uncialis ssp. biuncialis
156,claver,0,gray,lich_fr,Cladonia verruculosa
157,clavet,0,gray,lich_fr,Cladonia verticillata
158,clawai,0,gray,lich_fr,Cladonia wainioi
159,cld,2,multiple,lich_fr,Cladina sp.
160,cldarb,0,yellow,lich_fr,Cladina arbuscula
161,cldarbmit,1,yellow,lich_fr,Cladina arbuscula/mitis
162,cldcil,0,white,lich_fr,Cladina ciliata
163,cldmit,0,yellow,lich_fr,Cladina mitis
164,cldpop,0,yellow,lich_fr,Cladina portentosa ssp. pacifica
165,cldpor,0,yellow,lich_fr,Cladonia portentosa
166,cldran,0,white,lich_fr,Cladina rangiferina
167,cldransty,1,multiple,lich_fr,Cladina rangiferina/stygia
168,cldste,0,yellow,lich_fr,Cladonia aberrans
169,cldsty,0,gray,lich_fr,Cladina stygia
170,cocery,0,white,lich_fo,Coccocarpia erythroxyli
171,coeacu,0,brown,lich_fr,Cetraria aculeata
172,coemur,0,brown,lich_fr,Cetraria muricata
173,colbac,0,black,lich_fo,Enchylium bachmanianum
174,colcer,0,black,lich_fo,Collema ceraniscum
175,colcri,0,black,lich_fo,Lathagrium cristatum
176,colcur,0,black,lich_fo,Collema curtisporum
177,colfla,0,black,lich_fo,Collema flaccidum
178,colfur,0,black,lich_fo,Collema furfuraceum
179,colfus,0,black,lich_fo,Lathagrium fuscovirens
180,colgle,0,black,lich_fo,Collema glebulentum
181,collep,1,black,lich_fo,Collema/Leptogium
182,colmul,0,black,lich_fo,Callome multipartita
183,colpol,0,black,lich_fo,Enchylium polycarpon
184,colten,0,black,lich_fo,Collema tenax
185,colund,0,black,lich_fo,Lathagrium undulatum
186,cor,2,brown,lich_fr,Cornicularia sp.
187,dac,2,multiple,lich_fr,Dactylina sp.
188,dacarc,0,yellow,lich_fr,Dactylina arctica
189,dacber,0,yellow,lich_fr,Dactylina beringica
190,dacmad,0,white,lich_fr,Dactylina madreporiformis
191,dacram,0,yellow,lich_fr,Dactylina ramulosa
192,der,2,gray,lich_fo,Dermatocarpon sp.
193,derarn,0,gray,lich_fo,Dermatocarpon arnoldianum
194,dermin,0,gray,lich_fo,Dermatocarpon miniatum
195,dibbae,0,gray,lich_cr,Dibaeis baeomyces
196,dip,2,white,lich_cr,Diploschistes sp.
197,dipmus,0,white,lich_cr,Diploschistes muscorum
198,dipscr,0,white,lich_cr,Diploschistes scruposus
199,ephhis,0,brown,lich_fr,Ephebe hispidula
200,ephlan,0,brown,lich_fr,Ephebe lanata
201,eve,2,yellow,lich_fr,Evernia sp.
202,evediv,0,yellow,lich_fr,Evernia divaricata
203,evemes,0,yellow,lich_fr,Evernia mesomorpha
204,eveper,0,yellow,lich_fr,Evernia perfragilis
205,fusabs,0,brown,lich_sq,Fuscopannaria abscondita
206,fuspra,0,brown,lich_sq,Fuscopannaria praetermissa
207,fusvir,0,brown,lich_sq,Fuscopannaria viridescens
208,gyo,2,yellow,lich_cr,Fulgensia sp.
209,gyobra,0,yellow,lich_cr,Fulgensia bracteata
210,hyp,2,multiple,lich_fr,Hypogymnia sp.
211,hypapi,0,white,lich_fr,Hypogymnia apinnata
212,hypaus,0,brown,lich_fr,Hypogymnia austerodes
213,hypbit,0,white,lich_fr,Hypogymnia bitteri
214,hypcas,0,brown,lich_fr,Hypogymnia castanea
215,hypent,0,white,lich_fr,Hypogymnia enteromorpha
216,hypmet,0,white,lich_fr,Hypogymnia metaphysodes
217,hypphy,0,white,lich_fr,Hypogymnia physodes
218,hypsub,0,white,lich_fr,Hypogymnia subobscura
219,hyptub,0,white,lich_fr,Hypogymnia tubulosa
220,hypvit,0,white,lich_fr,Hypogymnia vittata
221,icm,2,green,lich_cr,Icmadophila sp.
222,icmeri,0,green,lich_cr,Icmadophila ericetorum
223,imsale,0,white,lich_fo,Parmeliopsis aleurites
224,japtor,0,brown,lich_cr,Japewia tornoensis
225,las,2,brown,lich_fo,Lasallia sp.
226,laspen,0,brown,lich_fo,Lasallia pensylvanica
227,lec,2,multiple,lich_cr,Lecanora sp.
228,leccir,0,white,lich_cr,Lecanora circumborealis
229,lecepi,0,white,lich_cr,Lecanora epibryon
230,lechag,0,brown,lich_cr,Lecanora hagenii
231,leclut,0,yellow,lich_cr,Lecanora luteovernalis
232,leczos,0,white,lich_cr,Lecanora behringii
233,led,2,multiple,lich_cr,Lecidea sp.
234,leifin,0,brown,lich_sq,Leciophysma finmarkicum
235,lempol,0,black,lich_cr,Lempholemma polyanthes
236,lemrad,0,black,lich_cr,Lempholemma radiatum
237,lep,2,black,lich_fo,Leptogium sp.
238,leparc,0,black,lich_fo,Leptogium arcticum
239,lepgel,0,black,lich_fo,Leptogium gelatinosum
240,leplic,0,black,lich_fo,Leptogium lichenoides
241,lepsat,0,black,lich_fo,Leptogium saturninum
242,lepten,0,black,lich_fo,Scytinium tenuissimum
243,ler,2,multiple,lich_cr,Lepraria sp.
,lichc,5,multiple,lich_cr,Unidentified crustose lichen
493,lichen,2,multiple,lich_m,Unidentified lichen
,lichff,5,multiple,lich_m,Unidentified fruticose or foliose lichen
,lichfo,5,multiple,lich_fo,Unidentified foliose lichen
,lichfr,5,multiple,lich_fr,Unidenfitied fruticose lichen
244,lob,2,multiple,lich_fo,Lobaria sp.
245,lobhal,0,gray,lich_fo,Lobaria hallii
246,lobkur,0,brown,lich_fo,Lobaria kurokawae
247,loblin,0,green,lich_fo,Lobaria linita
248,lobpse,0,gray,lich_fo,Lobaria pseudopulmonaria
249,lobpul,0,green,lich_fo,Lobaria pulmonaria
250,lobscr,0,gray,lich_fo,Lobaria scrobiculata
251,lop,2,multiple,lich_cr,Lopadium sp.
252,lopcor,0,brown,lich_cr,Lopadium coralloideum
253,loppez,0,brown,lich_cr,Lopadium pezizoideum
254,mah,2,brown,lich_fo,Masonhalea sp.
255,mahric,0,brown,lich_fo,Masonhalea richardsonii
256,mascar,0,brown,lich_sq,Massalongia carnosa
257,meg,2,white,lich_cr,Megaspora sp.
258,megver,0,white,lich_cr,Megaspora verrucosa
259,mehexa,0,brown,lich_fo,Melanelia exasperatula
260,mehinf,0,brown,lich_fo,Melanohalea infumata
261,mehmul,0,brown,lich_fo,Melanohalea multispora
262,meholi,0,brown,lich_fo,Melanelia olivacea
263,meholo,0,brown,lich_fo,Melanohalea olivaceoides
264,mehsep,0,brown,lich_fo,Melanelia septentrionalis
265,mel,2,brown,lich_fo,Melanelia sp.
266,melagn,0,brown,lich_fo,Melanelia agnata
267,meldis,0,brown,lich_fo,Montanelia disjuncta
268,melexa,0,brown,lich_fo,Melanohalea exasperata
269,melpan,0,brown,lich_fo,Montanelia panniformis
270,melsor,0,brown,lich_fo,Montanelia sorediata
271,melsty,0,brown,lich_fo,Melanelia stygia
272,melstycomhep,1,multiple,lich_fo,Melanelia stygia/C. comixta/hepat./Allantoparmelia
273,meltra,0,brown,lich_fo,Melanohalea trabeculata
274,mulver,0,green,lich_m,Multiclavula vernalis
275,mycalp,0,gray,lich_cr,Mycoblastus alpinus
276,mycsan,0,gray,lich_cr,Mycoblastus sanguinarius
277,nep,2,multiple,lich_fo,Nephroma sp.
278,neparc,0,yellow,lich_fo,Nephroma arcticum
279,nepbel,0,brown,lich_fo,Nephroma bellum
280,nepexp,0,brown,lich_fo,Nephroma expallidum
281,nephel,0,brown,lich_fo,Nephroma helveticum
282,nepisi,0,brown,lich_fo,Nephroma isidiosum
283,neppar,0,brown,lich_fo,Nephroma parile
284,nepres,0,brown,lich_fo,Nephroma resupinatum
285,och,2,white,lich_cr,Ochrolechia sp.
286,ochand,0,white,lich_cr,Ochrolechia androgyna
287,ochbry,0,white,lich_cr,Ochrolechia bryophaga
288,ochfri,0,white,lich_cr,Ochrolechia frigida
289,ochgya,0,white,lich_cr,Ochrolechia gyalectina
290,ochina,0,white,lich_cr,Ochrolechia inaequatula
291,ochups,0,white,lich_cr,Ochrolechia upsaliensis
292,omphud,0,green,lich_m,Lichenomphalia hudsoniana
293,oph,2,yellow,lich_cr,Ophioparma sp.
294,ophlap,0,yellow,lich_cr,Ophioparma lapponica
295,paitri,0,brown,lich_sq,Parmeliella triptophylla
296,pan,2,multiple,lich_m,Pannaria sp.
297,pancon,0,brown,lich_sq,Pannaria conoplea
298,pap,2,multiple,lich_fo,Parmeliopsis sp.
