"","Functional_group1","Functional_group1_wN","Wavelength","Median_Reflectance","Max_Reflectance","Min_Reflectance","Pct_87_5_Reflectance","Pct_12_5_Reflectance","Upper_Reflectance","Lower_Reflectance","Source"
"12516","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",609,5.680714286,18.3558,0.7553,9.5003,3.2023,10.90178,2.84994,"Ground"
"12517","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",610,5.6373,18.2524,0.7586,9.3847,3.1725,10.78724,2.82086,"Ground"
"12518","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",611,5.5824,18.1693,0.754,9.2983,3.1425,10.68178,2.77566,"Ground"
"12519","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",612,5.502,18.0777,0.7537,9.227,3.113,10.5769,2.7312,"Ground"
"12520","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",613,5.4222,17.9802,0.7564,9.1668,3.0833,10.47136,2.68526,"Ground"
"12521","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",614,5.3528,17.888,0.757,9.0728,3.0492,10.36544,2.64936,"Ground"
"12522","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",615,5.2856,17.8058,0.7556,8.9431,3.016,10.27276,2.61282,"Ground"
"12523","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",616,5.2214,17.732,0.7546,8.8173,2.9903,10.18006,2.581,"Ground"
"12524","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",617,5.1615,17.6646,0.7553,8.6946,2.9767,10.0748,2.55184,"Ground"
"12525","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",618,5.1268,17.599,0.7563,8.5885,2.9601,9.9629,2.51362,"Ground"
"12526","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",619,5.0871,17.5356,0.7577,8.4945,2.9437,9.8655,2.48096,"Ground"
"12527","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",620,5.0466,17.4803,0.7582,8.4605,2.9336,9.7824,2.45942,"Ground"
"12528","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",621,5.0166,17.4431,0.7556,8.4207,2.9271,9.7127,2.45304,"Ground"
"12529","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",622,4.9746,17.3944,0.7576,8.397,2.9233,9.6318,2.44458,"Ground"
"12530","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",623,4.9558,17.3582,0.7573,8.3562,2.9197,9.5664,2.4384,"Ground"
"12531","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",624,4.9449,17.344,0.7527,8.3147,2.9095,9.5299,2.43096,"Ground"
"12532","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",625,4.9406,17.3231,0.757,8.3006,2.9051,9.5076,2.4283,"Ground"
"12533","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",626,4.9384,17.3035,0.7594,8.2701,2.9037,9.4839,2.42756,"Ground"
"12534","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",627,4.9334,17.2914,0.7585,8.2441,2.9069,9.457,2.42998,"Ground"
"12535","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",628,4.9254,17.2958,0.755,8.2309,2.9021,9.4291,2.42514,"Ground"
"12536","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",629,4.9299,17.2956,0.7538,8.2258,2.9094,9.4246,2.4294,"Ground"
"12537","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",630,4.9349,17.2895,0.7551,8.219,2.9117,9.4184,2.43072,"Ground"
"12538","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",631,4.9322,17.2786,0.758,8.2052,2.9124,9.3942,2.43192,"Ground"
"12539","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",632,4.917,17.2768,0.7585,8.1891,2.9124,9.344,2.4329,"Ground"
"12540","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",633,4.916,17.2612,0.7603,8.1695,2.9145,9.2964,2.43258,"Ground"
"12541","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",634,4.9085,17.237,0.7619,8.1421,2.9059,9.2446,2.42592,"Ground"
"12542","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",635,4.891,17.2197,0.7596,8.1006,2.8938,9.1692,2.41964,"Ground"
"12543","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",636,4.8682,17.1692,0.7618,8.0666,2.8723,9.078,2.39918,"Ground"
"12544","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",637,4.8461,17.1073,0.7629,8.0259,2.8389,8.9653,2.37362,"Ground"
"12545","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",638,4.7985,17.0453,0.7604,7.894,2.8056,8.8315,2.35102,"Ground"
"12546","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",639,4.7437,16.9728,0.7615,7.8388,2.7708,8.7014,2.3274,"Ground"
"12547","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",640,4.6972,16.8857,0.763,7.7885,2.7293,8.5432,2.29038,"Ground"
"12548","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",641,4.6124,16.7862,0.7628,7.6739,2.7137,8.39228,2.2678,"Ground"
"12549","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",642,4.5147,16.6799,0.7598,7.5738,2.695,8.2625,2.24432,"Ground"
"12550","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",643,4.4164,16.5655,0.7608,7.5129,2.6698,8.2088,2.22016,"Ground"
"12551","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",644,4.3658,16.4518,0.7619,7.452,2.6554,8.12584,2.19502,"Ground"
"12552","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",645,4.3057,16.3375,0.762,7.396,2.5955,7.97072,2.17668,"Ground"
"12553","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",646,4.2563,16.2066,0.7604,7.3485,2.5251,7.8562,2.15584,"Ground"
"12554","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",647,4.2194,16.0933,0.7609,7.2943,2.4896,7.80996,2.13454,"Ground"
"12555","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",648,4.1756,15.9907,0.761,7.2048,2.4556,7.74972,2.11468,"Ground"
"12556","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",649,4.1371,15.8901,0.7587,7.1191,2.4347,7.68794,2.097,"Ground"
"12557","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",650,4.107,15.7951,0.7594,7.0396,2.4183,7.63562,2.0781571432,"Ground"
"12558","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",651,4.0931,15.7131,0.7586,6.9493,2.4099,7.58236,2.0594942856,"Ground"
"12559","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",652,4.0685,15.6383,0.7576,6.867,2.3899,7.54018,2.0371169232,"Ground"
"12560","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",653,4.0517,15.5585,0.7604,6.8092,2.3763,7.49674,2.0223885714,"Ground"
"12561","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",654,4.0291,15.4882,0.7608,6.7558,2.3596,7.45754,2.0080457142,"Ground"
"12562","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",655,3.9971,15.4103,0.7607,6.7178,2.3381,7.4229,1.9897142858,"Ground"
"12563","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",656,3.9595,15.3158,0.7609,6.6655,2.3232,7.39002,1.9638707692,"Ground"
"12564","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",657,3.8968,15.2151,0.7605,6.6412,2.291,7.35112,1.9402914286,"Ground"
"12565","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",658,3.8577,15.1064,0.7598,6.5807,2.2657,7.3156,1.9150153846,"Ground"
"12566","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",659,3.8085,14.985,0.7597,6.474,2.2457,7.27776,1.89156,"Ground"
"12567","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",660,3.7813,14.8488,0.7608,6.3935,2.2188,7.23336,1.86666,"Ground"
"12568","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",661,3.7621,14.7257,0.758,6.3246,2.195,7.20274,1.8388338464,"Ground"
"12569","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",662,3.7404,14.5927,0.7584,6.2815,2.174,7.15738,1.8205028572,"Ground"
"12570","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",663,3.7196,14.4579,0.7609,6.2579,2.1541,7.06126,1.80356,"Ground"
"12571","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",664,3.6916,14.341,0.7621,6.2353,2.1392,6.93412,1.78192,"Ground"
"12572","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",665,3.6673,14.2073,0.7643,6.1433,2.1279,6.87296,1.76486,"Ground"
"12573","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",666,3.6263,14.0879,0.7652,6.0669,2.1163,6.8541,1.75204,"Ground"
"12574","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",667,3.5989,13.9895,0.7645,6.0263,2.1089,6.83592,1.74018,"Ground"
"12575","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",668,3.5897,13.8924,0.7643,6.0214,2.1041,6.81714,1.73322,"Ground"
"12576","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",669,3.6056,13.8163,0.7648,6.0178,2.0997,6.81126,1.72658,"Ground"
"12577","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",670,3.6178,13.7566,0.765,6.0142,2.1069,6.80984,1.72088,"Ground"
"12578","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",671,3.6251,13.7098,0.765,6.0124,2.1084,6.8097,1.72284,"Ground"
"12579","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",672,3.6423,13.6689,0.7677,6.0257,2.1162,6.82088,1.72794,"Ground"
"12580","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",673,3.6665,13.6418,0.7685,6.0383,2.1427,6.8272,1.7272,"Ground"
"12581","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",674,3.692,13.6258,0.7687,6.048,2.1501,6.83536,1.72696,"Ground"
"12582","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",675,3.7134,13.6174,0.7698,6.0553,2.1642,6.85318,1.73762,"Ground"
"12583","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",676,3.7402,13.6132,0.7695,6.071,2.1754,6.87314,1.7493,"Ground"
"12584","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",677,3.7689,13.6284,0.77,6.0922,2.1882,6.89822,1.76362,"Ground"
"12585","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",678,3.8261,13.6589,0.771,6.115,2.204,6.94688,1.78166,"Ground"
"12586","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",679,3.8659,13.6938,0.7707,6.1348,2.2191,7.01914,1.8008,"Ground"
"12587","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",680,3.8983,13.7515,0.7723,6.1638,2.2434,7.104,1.82454,"Ground"
"12588","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",681,3.9307,13.835,0.7757,6.2981,2.2824,7.1947,1.84362,"Ground"
"12589","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",682,3.9735,13.9453,0.7792,6.456,2.3217,7.29486,1.87478,"Ground"
"12590","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",683,4.0199,14.0765,0.7795,6.5095,2.366,7.41592,1.91158,"Ground"
"12591","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",684,4.0676,14.2534,0.7849,6.5904,2.4342,7.49546,1.96924,"Ground"
"12592","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",685,4.1093,14.4772,0.7887,6.6999,2.514,7.55172,2.04238,"Ground"
"12593","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",686,4.2044,14.7514,0.7879,6.86,2.6216,7.70146,2.1314,"Ground"
"12594","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",687,4.3339,15.0754,0.7887,7.0333,2.7423,7.84644,2.24104,"Ground"
"12595","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",688,4.4617,15.4373,0.7931,7.4127,2.8595,8.15742,2.34064,"Ground"
"12596","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",689,4.6507,15.8529,0.7955,7.8512,2.9978,8.52506,2.47722,"Ground"
"12597","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",690,4.8618,16.3256,0.7948,8.0274,3.1401,9.14458,2.60212,"Ground"
"12598","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",691,5.1474,16.8132,0.8005,8.3598,3.2927,9.61194,2.75074,"Ground"
"12599","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",692,5.5169,17.3677,0.8021,8.8923,3.5189,10.07062,2.94946,"Ground"
"12600","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",693,5.9792,17.9543,0.8023,9.4789,3.8305,10.9595,3.22554,"Ground"
"12601","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",694,6.5641,18.55,0.8045,10.3375,4.1019,11.9503,3.53834,"Ground"
"12602","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",695,7.1596,19.2133,0.8119,11.0248,4.4461,13.107,3.84214,"Ground"
"12603","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",696,7.8166,19.8843,0.811,11.8908,4.8916,14.2887,4.11966,"Ground"
"12604","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",697,8.439464286,20.5851,0.8105,12.8437,5.3643,15.23366,4.47828,"Ground"
"12605","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",698,9.0662,21.3422,0.8191,14.0886,5.8779,16.25988,4.87176,"Ground"
"12606","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",699,9.9692,22.1192,0.8216,15.2758,6.4524,17.73514,5.3436,"Ground"
"12607","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",700,10.7682,23.2783,0.8251,16.2989,7.0206,19.128,5.79932,"Ground"
"12608","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",701,11.6632,25.0161,0.8294,17.4017,7.6301,19.98126,6.2736,"Ground"
"12609","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",702,12.548,26.8764,0.8331,18.8277,8.2607,21.2668,6.79134,"Ground"
"12610","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",703,13.5048,28.6178,0.8347,20.1308,8.9478,22.5452,7.30494,"Ground"
"12611","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",704,14.393,30.4224,0.8379,21.4401,9.6819,23.8883,7.86938,"Ground"
"12612","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",705,15.3136,32.2667,0.8414,22.6823,10.4325,25.3445,8.45282,"Ground"
"12613","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",706,16.2698,34.0785,0.8432,23.7617,11.066,26.76,9.01156,"Ground"
"12614","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",707,17.3192,35.9026,0.8484,25.1511,11.7492,28.167,9.66018,"Ground"
"12615","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",708,18.3257,37.5607,0.8516,26.4637,12.4675,29.6389,10.36628,"Ground"
"12616","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",709,19.2999,39.1983,0.8535,27.8103,13.1646,30.83408,11.06496,"Ground"
"12617","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",710,20.4557,40.9579,0.8556,28.853,13.9069,32.2503,11.82192,"Ground"
"12618","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",711,21.2679,42.6641,0.8595,30.3237,14.7446,33.6327,12.52140923,"Ground"
"12619","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",712,22.2825,44.2406,0.8607,31.88,15.5326,34.91764,13.187485714,"Ground"
"12620","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",713,23.2731,45.7877,0.8635,33.1578,16.249,36.17918,13.80768,"Ground"
"12621","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",714,24.3858,47.3936,0.871,34.401,17.0598,37.48874,14.391821538,"Ground"
"12622","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",715,25.4795,48.8986,0.8692,36.0659,17.899,38.76942,15.014486152,"Ground"
"12623","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",716,26.5772,50.321,0.8717,37.6348,18.6852,39.9738,15.85316,"Ground"
"12624","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",717,27.7416,51.6309,0.8758,38.9745,19.7493,41.12304,16.87142,"Ground"
"12625","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",718,28.6619,52.8586,0.878,40.1653,20.5744,42.3235,17.75542,"Ground"
"12626","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",719,29.7617,54.2506,0.878,41.4138,21.5874,43.87094,18.70942,"Ground"
"12627","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",720,30.8109,55.7202,0.8811,42.7704,22.4835,45.41546,19.38038,"Ground"
"12628","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",721,31.9108,57.1854,0.8856,44.0832,23.4734,46.93188,20.09754,"Ground"
"12629","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",722,32.9641,58.559,0.8894,45.0449,24.3877,48.4116,20.86444,"Ground"
"12630","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",723,33.9919,59.7406,0.892,45.9627,25.30269231,49.8714,21.68364,"Ground"
"12631","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",724,34.9801,60.8373,0.8916,46.983,26.003,51.27668,22.53136,"Ground"
"12632","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",725,36.07184615,61.9431,0.8921,47.8156,26.9379,52.66612,23.37442,"Ground"
"12633","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",726,37.0226,63.0578,0.894,48.6499,27.7786,54.00666,24.04686,"Ground"
"12634","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",727,37.981,64.0931,0.8946,49.6578,28.5737,55.131,24.55574,"Ground"
"12635","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",728,38.7276,65.0474,0.8969,50.4555,29.596,56.4297,25.10934,"Ground"
"12636","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",729,39.5587,66.0063,0.9005,51.2571,30.1456,57.8152,25.79916,"Ground"
"12637","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",730,40.1083,66.9943,0.9032,52.1561,30.6342,59.067,26.49432,"Ground"
"12638","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",731,40.9059,67.97,0.9019,53.13,31.4478,60.209,27.19192,"Ground"
"12639","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",732,41.4275,68.9129,0.9003,54.1026,32.2417,61.0738,27.8921,"Ground"
"12640","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",733,42.0358,69.7468,0.9017,54.8523,32.9452,61.8264,28.5136,"Ground"
"12641","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",734,42.7346,70.491,0.9057,55.4998,33.4209,62.5078,29.137,"Ground"
"12642","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",735,43.3608,71.1928,0.9096,56.0977,34.04807692,63.1524,29.7095,"Ground"
"12643","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",736,43.9152,71.8125,0.91,56.7892,34.53365385,63.7485,30.1521,"Ground"
"12644","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",737,44.4163,72.3659,0.9107,57.5593,34.99557692,64.2945,30.59972,"Ground"
"12645","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",738,44.9369,72.8896,0.911,58.2092,35.43596154,64.816,30.96448,"Ground"
"12646","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",739,45.4114,73.4088,0.9108,58.7004,35.84865385,65.3227,31.37528,"Ground"
"12647","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",740,45.8304,73.9155,0.9144,59.1616,36.20642857,65.7753,31.82756,"Ground"
"12648","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",741,46.1577,74.3656,0.913,59.5925,36.62384615,66.2276,32.03994,"Ground"
"12649","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",742,46.5702,74.7945,0.9101,60.0638,37.07307692,66.6412,32.36432,"Ground"
"12650","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",743,46.9187,75.1959,0.9105,60.4994,37.2296,67.0049,32.73994,"Ground"
"12651","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",744,47.2338,75.5226,0.9197,60.8719,37.51692308,67.3365,33.06094,"Ground"
"12652","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",745,47.4587,75.8134,0.9198,61.15,37.77326923,67.6362,33.42084,"Ground"
"12653","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",746,47.7486,76.0838,0.9195,61.3029,38.0175,67.8589,33.70128,"Ground"
"12654","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",747,48.0127,76.345,0.9221,61.5167,38.22326923,68.0622,33.81948,"Ground"
"12655","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",748,48.1759,76.6045,0.928,61.7248,38.43173077,68.3284,33.95996,"Ground"
"12656","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",749,48.3638,76.8674,0.928,61.9333,38.6325,68.6278,34.07764,"Ground"
"12657","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",750,48.5507,77.0968,0.9257,62.1515,38.82,68.8483,34.19598,"Ground"
"12658","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",751,48.7302,77.3309,0.9262,62.3975,38.96615385,69.0851,34.30866,"Ground"
"12659","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",752,48.9647,77.5749,0.9289,62.8173,39.11230769,69.3767,34.43,"Ground"
"12660","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",753,49.1615,77.7543,0.9234,63.0315,39.26538462,69.586,34.5303,"Ground"
"12661","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",754,49.2191,77.8964,0.9279,63.1823,39.42596154,69.7653,34.61258,"Ground"
"12662","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",755,49.3109,78.087,0.9278,63.3054,39.56057692,69.9591,34.70448,"Ground"
"12663","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",756,49.3998,78.3196,0.9249,63.4117,39.63211538,70.134,34.79692,"Ground"
"12664","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",757,49.4844,78.472,0.9258,63.4362,39.6278,70.2478,34.86236,"Ground"
"12665","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",758,49.5875,78.7137,0.9258,63.5899,39.645,70.427,34.93896,"Ground"
"12666","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",759,49.6224,78.9177,0.9247,63.706,39.7203,70.5948,35.0224,"Ground"
"12667","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",760,49.6546,79.0838,0.9254,63.7846,39.8385,70.7437,35.0761,"Ground"
"12668","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",761,49.6863,79.2244,0.9276,63.804,39.8639,70.8669,35.1138,"Ground"
"12669","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",762,49.6562,79.3385,0.9262,63.8844,39.961,70.9476,35.1607,"Ground"
"12670","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",763,49.7169,79.4565,0.9267,63.9353,40.0603,71.0332,35.21082,"Ground"
"12671","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",764,49.765,79.5539,0.9282,64.2248,40.1626,71.1085,35.25488,"Ground"
"12672","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",765,49.9391,79.6558,0.929,64.2905,40.2469,71.1886,35.31806,"Ground"
"12673","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",766,50.0013,79.7778,0.9287,64.3774,40.33538462,71.2811,35.37988,"Ground"
"12674","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",767,50.0733,79.8663,0.9311,64.4368,40.51826923,71.3451,35.4106,"Ground"
"12675","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",768,50.127,79.9856,0.9281,64.49323077,40.65096154,71.4971,35.47028,"Ground"
"12676","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",769,50.1374,80.0692,0.9282,64.59538462,40.7575,71.5963,35.51564,"Ground"
"12677","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",770,50.1538,80.1468,0.9301,64.68769231,40.83057692,71.6597,35.54604,"Ground"
"12678","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",771,50.2549,80.2711,0.929,64.76092308,40.87673077,71.7668,35.59158,"Ground"
"12679","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",772,50.2837,80.3324,0.9285,64.8107,40.92288462,71.8551,35.65504,"Ground"
"12680","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",773,50.2959,80.3913,0.9306,64.812,40.995,71.9366,35.68948,"Ground"
"12681","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",774,50.3001,80.4599,0.9306,64.8474,41.07461538,72.014,35.71056,"Ground"
"12682","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",775,50.2943,80.541,0.9286,64.8883,41.14692308,72.0958,35.74924,"Ground"
"12683","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",776,50.3195,80.6313,0.9299,64.8682,41.195,72.1953,35.81104,"Ground"
"12684","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",777,50.4194,80.7241,0.9306,64.8789,41.20653846,72.2807,35.87378,"Ground"
"12685","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",778,50.4711,80.7865,0.9314,64.8791,41.26519231,72.3679,35.91798,"Ground"
"12686","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",779,50.5278,80.837,0.9331,64.8791,41.32711538,72.4574,35.9663,"Ground"
"12687","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",780,50.5173,80.8887,0.935,64.8892,41.3488,72.5484,36.01646,"Ground"
"12688","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",781,50.4797,80.9277,0.9334,64.904,41.3568,72.639,36.0157,"Ground"
"12689","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",782,50.4883,80.95,0.9327,64.9139,41.3386,72.636,36.05836,"Ground"
"12690","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",783,50.4857,80.9879,0.9322,64.9388,41.3608,72.6895,36.09782,"Ground"
"12691","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",784,50.4663,81.057,0.9337,64.9611,41.4271,72.8041,36.1459,"Ground"
"12692","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",785,50.4484,81.1444,0.9358,64.9651,41.4693,72.9254,36.20222,"Ground"
"12693","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",786,50.4544,81.1968,0.9315,64.9684,41.5027,72.9669,36.23156,"Ground"
"12694","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",787,50.4428,81.2553,0.9341,65.009,41.5654,73.0354,36.27104,"Ground"
"12695","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",788,50.4359,81.2423,0.9338,65.0331,41.6116,73.0734,36.30568,"Ground"
"12696","ShrubDecid","ShrubDecid (n= 297 scans, 15 species)",789,50.422,81.2452,0.9339,65.0319,41.6571,73.1145,36.33138,"Ground"
