Site,Date,Spectra_Name,Target_Type,SampleID,Dominant_Species,Measurement_Time_UTC,Latitude,Longitude,Instrument_Manufacturer,Instrument_Model,Instrument_Serial_Number,Foreoptic,Collection_Units,Spectra_Units,Spectra_Type,Reflectance_Type,White_Reference_Standard,Spectral_Resolution,Interpolation_Method,Overlap_Handling,Overlap_Removal,Overlap_Matching_Type
Seward_Kougarok,20190707,BNL12990,Vegetation,BNL12990,SAPH,18:55:45,65.164025,-164.824885,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Kougarok,20190707,BNL12991,Vegetation,BNL12991,DROCA2,19:01:48,65.16396,-164.824695,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Kougarok,20190707,BNL12992,Vegetation,BNL12992,ARALA7,19:07:08,65.16391667,-164.8245783,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Kougarok,20190707,BNL12993,Vegetation,BNL12993,ERVA4,19:10:36,65.163925,-164.8245583,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Kougarok,20190707,BNL12994,Vegetation,BNL12994,KAPR,19:16:50,65.16392,-164.824215,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Kougarok,20190707,BNL12995,Vegetation,BNL12995,VAVI,19:27:19,65.16356667,-164.8252417,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Kougarok,20190707,BNL12996,Vegetation,BNL12996,LEDUM,19:31:56,65.16340333,-164.8255017,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Kougarok,20190707,BNL12997,Vegetation,BNL12997,KAPR,19:36:22,65.16338833,-164.8254333,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Kougarok,20190707,BNL12998,Vegetation,BNL12998,SAPH,19:40:16,65.16335633,-164.825383,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Kougarok,20190707,BNL12999,Vegetation,BNL12999,VAVI,19:47:24,65.16294,-164.8255367,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Kougarok,20190707,BNL13000,Vegetation,BNL13000,BEPU4,19:55:51,65.16257,-164.8254417,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Kougarok,20190707,BNL13034,Vegetation,BNL13034,VAVI,20:01:58,65.16254667,-164.8254667,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Kougarok,20190707,BNL13035,Vegetation,BNL13035,BEGL,20:07:09,65.16248889,-164.8255256,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Kougarok,20190707,BNL13036,Vegetation,BNL13036,BENA,20:10:24,65.16246333,-164.8254417,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Kougarok,20190707,BNL13037,Vegetation,BNL13037,KAPR,20:15:18,65.16257333,-164.8260483,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Kougarok_Mile80,20190713,BNL12970,Vegetation,BNL12970,RUCH,21:41:48,65.36683222,-164.6786133,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Kougarok_Mile80,20190713,BNL12989,Vegetation,BNL12989,RUCH,21:35:41,65.36685,-164.6793033,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13038,Vegetation,BNL13038,SAPU15,18:41:41,64.73307091,-165.9413911,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13039,Vegetation,BNL13039,SAPU15,21:52:23,64.73286333,-165.94448,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13040,Vegetation,BNL13040,DAFRF,22:05:56,64.732885,-165.9441504,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13041,Vegetation,BNL13041,DAFRF,22:11:45,64.73290333,-165.9441233,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13042,Vegetation,BNL13042,ERAN6,22:57:51,64.73212167,-165.9380583,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13043,Vegetation,BNL13043,ERAN6,23:01:52,64.73202333,-165.9378583,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13044,Vegetation,BNL13044,EQAR,23:08:48,64.73271083,-165.9393125,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13045,Vegetation,BNL13045,EQAR,23:12:33,64.732835,-165.9393267,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13054,Vegetation,BNL13054,VAUL,20:51:13,64.73347667,-165.9415167,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13447,Vegetation,BNL13447,DOFR,20:15:10,64.73293333,-165.9416417,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13448,Vegetation,BNL13448,ARALA7,20:18:47,64.73293833,-165.9416317,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13449,Vegetation,BNL13449,SARI4,20:24:06,64.73295667,-165.9416783,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13450,Vegetation,BNL13450,ARALA7,20:30:55,64.73302667,-165.941705,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13451,Vegetation,BNL13451,VAUL,20:38:40,64.73314167,-165.941655,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13452,Vegetation,BNL13452,SAPU15,20:43:34,64.73318944,-165.9416889,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13495,Vegetation,BNL13495,PEFR5,21:11:41,64.73313111,-165.9404044,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13496,Vegetation,BNL13496,PEFR5,21:17:36,64.73316958,-165.9408275,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13497,Vegetation,BNL13497,SARI4,21:22:46,64.73304611,-165.9421578,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13498,Vegetation,BNL13498,HIERA,21:27:38,64.73299167,-165.9420933,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL13499,Vegetation,BNL13499,DROCA2,21:38:13,64.73294667,-165.9443067,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL14202,Vegetation,BNL14202,SAPU15,18:47:35,64.733096,-165.9415842,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL14203,Vegetation,BNL14203,SAGL,18:53:12,64.7331275,-165.9418253,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL14204,Vegetation,BNL14204,SAPU15,18:57:23,64.73316242,-165.9419835,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL14205,Vegetation,BNL14205,SARI4,19:05:02,64.7331291,-165.9421847,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL14206,Vegetation,BNL14206,SAPU15,19:17:04,64.733193,-165.9420728,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL14207,Vegetation,BNL14207,SAPU15,19:21:52,64.73328815,-165.9422724,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL14208,Vegetation,BNL14208,SAGL,19:26:59,64.73325722,-165.9425287,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL14209,Vegetation,BNL14209,SAPU15,19:31:46,64.73343875,-165.942546,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL14210,Vegetation,BNL14210,SARI4,19:37:17,64.733365,-165.9429333,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL15358,Vegetation,BNL15358,SARI4,23:18:58,64.73306487,-165.9421979,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190708,BNL15359,Vegetation,BNL15359,SAGL,23:28:58,64.73297278,-165.9416863,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190711,BNL13430,Vegetation,BNL13430,EQAR,0:37:18,64.72872667,-165.9437533,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190711,BNL13431,Vegetation,BNL13431,VAUL,0:44:03,64.72832667,-165.9436111,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190711,BNL13432,Vegetation,BNL13432,BENA,0:27:55,64.73000167,-165.94299,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190711,BNL13433,Vegetation,BNL13433,RUCH,0:50:48,64.72807,-165.9416533,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190711,BNL13434,Vegetation,BNL13434,ERAN6,0:13:06,64.730405,-165.9437771,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190711,BNL13435,Vegetation,BNL13435,ERAN6,0:18:27,64.73023111,-165.9433994,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
Seward_Teller,20190711,BNL13436,Vegetation,BNL13436,ERAN6,0:21:19,64.73026167,-165.9434417,Spectra Vista Corporation,HR-1024i,2041,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Linear,Removed,Post_processing,Radiance
