"","ScanID","PFT","PFT_2","PFT_3","Freq","area","350","450","550","650","750","850","950","1050","1150","1250","1350","1450","1550","1650","1750","1850","1950","2050","2150","2250","2350","2450"
"74","carlyn_00003","carlyn","Carex sp.","Graminoid",16,"Yukon_Delta",0.140035,0.088998,0.162196,0.099903,0.347105,0.359335,0.360416,0.369133,0.360416,0.362676,0.33463,0.201017,0.278354,0.315131,0.298639,0.274579,0.125176,0.195156,0.245371,0.242401,0.20415,0.156068
"75","carlin_00006","carlin","Carex sp.","Graminoid",16,"Yukon_Delta",0.188548,0.120395,0.240417,0.144209,0.498951,0.504069,0.495154,0.500309,0.482672,0.479598,0.436737,0.239276,0.337264,0.389713,0.366996,0.333748,0.154854,0.23229,0.296692,0.294754,0.244275,0.185827
"76","55","clagra","Cladonia gracilis","Lichen",18,"Murphy",0.044217,0.020684,0.026861,0.038147,0.103862,0.148286,0.17558,0.200784,0.214103,0.225568,0.228783,0.160117,0.178108,0.197213,0.180365,0.195506,0.12795,0.132325,0.130848,0.129087,0.108755,0.09456
"77","60","clagra","Cladonia gracilis","Lichen",18,"Murphy",0.048127,0.024098,0.029321,0.039234,0.117946,0.158489,0.166411,0.191579,0.184887,0.19876,0.18272,0.129378,0.14459,0.160153,0.144917,0.153186,0.111453,0.110271,0.10999,0.108562,0.092153,0.081816
"78","7","clagra","Cladonia gracilis","Lichen",18,"Big Trail",0.334183,0.222956,0.324529,0.228634,0.54829,0.555045,0.549561,0.569995,0.530006,0.519204,0.441932,0.20647,0.287697,0.349705,0.329466,0.296226,0.10021,0.174922,0.230514,0.237861,0.205182,0.135826
"79","57","clagra","Cladonia gracilis","Lichen",18,"Murphy",0.035513,0.018798,0.021708,0.028553,0.076969,0.112552,0.128817,0.150824,0.155088,0.166945,0.160376,0.111573,0.125652,0.138167,0.125403,0.131858,0.089217,0.091717,0.092025,0.089783,0.077667,0.067363
"80","4","clagra","Cladonia gracilis","Lichen",18,"Big Trail",0.353318,0.239511,0.340253,0.23652,0.553977,0.557092,0.545082,0.57109,0.525262,0.514964,0.436975,0.222265,0.296109,0.35381,0.335493,0.303683,0.117723,0.188017,0.240219,0.250375,0.225301,0.157536
"81","12","clagra","Cladonia gracilis","Lichen",18,"Big Trail",0.325623,0.185728,0.278444,0.202809,0.488664,0.504147,0.491411,0.51158,0.454267,0.43979,0.348428,0.150795,0.207585,0.259922,0.240919,0.208796,0.082949,0.127269,0.162121,0.164733,0.143434,0.09729
"82","5","clagra","Cladonia gracilis","Lichen",18,"Big Trail",0.392043,0.280114,0.393172,0.291905,0.544821,0.555607,0.550853,0.57425,0.533751,0.523798,0.4433,0.207457,0.287988,0.349194,0.32905,0.295989,0.093955,0.170067,0.22607,0.236864,0.202004,0.131002
"83","5","clagra","Cladonia gracilis","Lichen",18,"Big Trail",0.392043,0.280114,0.393172,0.291905,0.544821,0.555607,0.550853,0.57425,0.533751,0.523798,0.4433,0.207457,0.287988,0.349194,0.32905,0.295989,0.093955,0.170067,0.22607,0.236864,0.202004,0.131002
